university name,YEAR_entry,yearSurvey ,City-ORIGIN,gEnder,Program level,FiEld,livingArrangement,part-time_job,ScholarShip,AGE ,gpa,SleepHours,Study hour(s),screenTime,exercise_hours,stressLevel
Technical University of Munich,2022.0,2022.0,Hamburg,Female,BSc,Business,Alone,Yes,No,21.8,2.46,6.5,"""5.2""",7.3,1.3,HIGH
Technical University of Munich,2022.0,2022.0,Munich, Male,BSc,SocialSci,Dorm,No,Yes,20.4,3.07,7.6,"""2.9""",7.2,1.4,Moderate
Technical University of Munich#,2022.0,2022.0,Frankfurt,Male,BSc,SocialSci,Dorm,No,Yes,21.2,3.54,6.9,"""2.7""",7.1,4.5,Moderate#
Technical  University  0f  Munich,2022.0,2022.0,Berlin,Male,MSc,STEM,Alone,No,No,20.3,2.73,5.7,"""5.3""",3.2,2.6,High
Technical University of Munich,,2022.0,Munich,Male,  BSc,Business,Family Home, No,N0,22.4,3.12,7.0,"""2.9""",4.9,4.4,Low#
Techn1cal Un1vers1ty of Mun1ch,2021.0,2021.0,Munich,Male,bsc,SocialSci,Dorm#,No,No,18.7,3.02,6.1,"""5.4""",8.1,5.4,Moderate
Technical University of Munich,2020.0,2022.0,Berlin,Male,BSc,STEM#,family home,Yes,No,24.8,3.05,6.6,"""2.7""",5.3,3.1,Moderate
Technical University of Munich,2022.0,2022.0,Stuttgart,Male,BSc,SocialSci,Shared Apartment,Yes,No,24.8,2.74,7.6,"""4.7""",6.1,2.7,High
 Technical University of Munich,2021.0,2022.0,Leipzig,FEMALE,BSc,Business,Dorm,No,No,23.7,3.57,8.7,"""4.2""",3.2,7.9,Low
Technical University of Munich,2020.0,2021.0,Berlin,Male,MSc,Business,Family Home,,No,26.3,2.94,6.6,"""4.3""",8.7,3.2,High  
Technical University of Munich,2019.0,,Frankfurt,Male,MSc,STEM,Family Home,No,Yes,20.1,2.6,7.0,"""2.8""",4.3,1.2,Moderate
Technical University of Munich,2022.0,2022.0,Dresden,Male,BSc,SocialSci,Dorm,No,No,22.9,3.54,8.9,"""2.7""",2.2,2.4,Low
Technical University of Munich,2020.0,2021.0,Leipzig,Female,BSc,Humanities,Shared Apartment,No,Yes,20.6,2.72,7.2,"""5.7""",5.3,5.2,High
Technical University of Munich,2022.0,2022.0,Dresden,Female  ,BSc,STEM, Shared Apartment,No,No,18.0,2.9,6.7,"""4.1""",1.3,0.6,Moderate
TechnicalUniversityofMunich,2020.0,2022.0,Cologne,Male,BSc,STEM,DORM,Yes,No,23.5,2.36,7.0,"""5.4""",3.7,1.0,High
Technical University of Munich,2019.0,2021.0, Dresden,Male,MSc,STEM,Alone,Yes,Yes,21.9,2.19,5.4,"""4.5""",9.9,3.8,High
Technical University of Munich,2022.0,2022.0,Hamburg,Female,BSc,STEM,Shared Apartment,No,NO,20.7,2.79,4.6,"""3.9""",4.6,2.3,HIGH
Technical University of Munich,2020.0,2020.0,Cologne,Female,MSc,Health,Shared Apartment,Yes,No,23.9,2.75,5.7,"""5.7""",3.6,1.9,High
Technical University of Munich,2020.0,2021.0,Hamburg,Female,BSc,Business,Shared Apartment,No,Yes,19.7,3.35,7.8,"""4.2""",5.9,4.4,Moderate
Technical University of Munich,2021.0,2021.0,Frankfurt,Male,BSC,STEM,Shared Apartment,No,No,17.5,2.59,6.1,"""4.4""",4.5,1.6,Moderate
Technical University of Munich,2022.0,2022.0,Cologne,Female,BSc,STEM,Dorm,Yes,No,22.5,2.15,,"""5.5""",6.8,0.0,High
Technical University of Munich,2020.0,2022.0,Hamburg,Male,BSc,Health,Alone,No,No,17.9,2.82,6.4,"""2.3""",3.7,0.4,Moderate
Technical University of Munich,2020.0,2022.0,L3ipzig,Female,PhD,STEM,Shared Apartment,No,No,27.8,2.82,5.2,"""5.6""",5.6,3.6,High
Technical University of Munich,2022.0,2022.0,Munich,Female,BSc,SOCIALSCI,Shared Apartment,Yes,No,19.3,3.19,8.2,"""4.8""",3.4,2.5,Low
Technical University of Munich,2022.0,2022.0,Munich,Female,MSc,STEM,Shared Apartment#,No,No,23.1,2.49,6.6,"""2.9""",9.4,1.6,High
Technical University of Munich,2021.0,2022.0,Berlin,Male,MSc,STEM,Dorm,YES,Yes,27.9,2.48,6.5,"""3.0""",6.2,0.3,High
Technical University of Munich,2019.0,2021.0,Cologne,Male,BSc,SocialSci,Dorm,No,No,20.2,2.89,5.6,"""5.9""",5.9,2.4,High
Technical University of Munich,2019.0,2020.0,Munich,Male,BSc,STEM,Shared Apartment,Yes,No,22.3,2.73,7.5,"""3.5""",5.4,3.9,Moderate
Technical University of Munich,2020.0,2021.0,Cologne,Male,BSc,SocialSci,Dorm,No,NO,18.5,3.0,7.2,"""4.7""",5.2,1.5,Moderate
Technical University of Munich,2019.0,2019.0,Hamburg,Female,BSc,STEM,Shared Apartment,No,Yes,19.4,3.2,6.6,"""2.2""",4.0,1.6,Low
Technical University of Munich,2021.0,2022.0,Leipzig,Male,MSc,SocialSci,Alone,No,Yes,23.4,3.33,7.7,"""5.3""",3.8,0.7,High
Technical University of Munich,2019.0,2022.0,Hannover,Female,BSc,SocialSci,Dorm,Yes,No,17.0,2.31,6.2,"""4.8""",8.1,1.6,High
Technical University of Munich,2021.0,2022.0,Frankfurt,Female,PhD,SocialSci,Dorm,No,No,29.2,3.31,6.7,"""3.8""",4.5,3.3,Moderate
Technical University of Munich,2021.0,,Düsseldorf,Female,MSc,STEM,Shared Apartment,Yes,Yes,25.3,2.72,6.7,"""6.0""",2.5,5.5,Moderate#
technical  university  of  munich,2021.0,2021.0,Bremen, Female,BSc,SocialSci,Dorm,No,Yes,21.0,3.28,5.8,"""2.6""",4.2,3.1,Moderate
Technical University of Munich,2020.0,2022.0,Nuremberg,Male,MSc,Health,Alone,No,Yes,23.6,2.14,5.0,"""5.6""",6.6,2.5,High
Technical University of Munich,2022.0,2022.0,Stuttgart,Male,BSc,STEM,Shared Apartment,No,No,20.3,2.83,6.7,"""4.4""",4.8,4.1,Moderate
Technical University 0f Munich,2022.0,2022.0,Bremen,Male,MSc,STEM,Dorm,No,,30.9,3.51,7.1,"""2.0""",5.2,3.9,Low
Technical University of Munich,2022.0,2022.0,Hannover,Male,BSc,Humanities,Dorm,Yes,No,19.9,3.06,7.1,"""3.4""",7.3,1.3,Moderate
Technical University of Munich,2019.0,2021.0,Dresden,Male,  PhD,STEM,  Alone,No,No,25.2,3.09,7.9,"""3.7""",4.6,6.3,Moderate
Technical University of Munich,2019.0,2021.0,Frankfurt,Female,MSc,SocialSci,Dorm,Yes,Yes,20.9,2.58,7.3,"""4.3""",7.1,2.2,High
,2022.0,2022.0,Berlin,F3mal3,MSc,SocialSci,Shared Apartment,No,No,26.1,2.95,6.1,"""2.6""",4.1,3.1,Low
Technical University of Munich,2020.0,2021.0,Berlin,Female,BSc,STEM,Dorm,No,No,19.9,3.19,6.6,"""4.4""",7.0,3.7,Moderate
Technical University of Munich,2020.0,2021.0,Frankfurt,Male,MSc,Business,Dorm,No,Yes,22.9,3.28,7.8,"""3.0""",5.5,3.4,Moderate
Technical University of Munich,2021.0,2022.0,Frankfurt,Non-binary,BSc,Business,Alone,Yes,Yes ,19.0,3.32,6.2,"""1.7""",4.7,4.4,Low
Technical University of Munich,2021.0,2022.0,Cologne,Female,Msc,STEM,Dorm,Yes,,26.0,2.67,6.7,"""2.2""",6.7,1.3,High
Technical University of Munich,2022.0,2022.0,Stuttgart,Male,BSc,Humanities,Dorm,No,Yes,20.0,2.81,5.1,"""3.7""",6.6,4.1,Moderate
Technical University of Munich,2020.0,2021.0,Stuttgart,Male,BSc,STEM,Shared Apartment,Yes,No,21.0,2.82,6.3,"""2.8""",5.6,2.4,High
Technical University of Munich,2022.0,2022.0,Dresden,Male,BSc,STEM,Alone,N0,No,23.3,3.09,8.1,"""5.0""",4.3,4.2,Moderate
,2019.0,2022.0,Berlin,Male,BSc,Humanities,Dorm,No,No,20.5,2.76,7.5,"""3.4""",8.0,2.5,High
Technical University of Munich,2021.0,2021.0,Hamburg,Male,BSc,STEM,Dorm,No,Yes,22.5,2.19,4.2,"""2.9""",7.0,2.2,High
Technical University of Munich,2021.0,2021.0,Dresden,Male,MSc,Humanities,Alone,No,Yes,22.9,3.5,7.5,"""5.9""",5.2,3.8,Moderate
Technical University of Munich,2019.0,2022.0,Bremen,Male,BSc,STEM,Shared Apartment,Yes,No,20.0,3.07,8.1,"""3.6""",4.2,,Moderate
Technical University of Munich,2019.0,2022.0,Nuremberg,Female,MSc,Business,Alone,Yes,No,28.8,2.54,7.9,"""7.2""",6.7,0.7,H1gh
Technical University of Munich,2021.0,2022.0,Bremen,Male,BSc,STEM,Family Home,Yes,No,24.3,3.22,6.9,"""4.9""",5.1,4.5,Moderate
Technical University of Munich,2022.0,2022.0,Bremen,Female,MSc,  SocialSci,Shared Apartment,Yes,No,26.3,2.75,5.7,"""4.0""",4.9,3.3,High
Technical University of Munich,2021.0,2021.0,Munich,Male#,MSc,Humanities,Shared Apartment,No,Yes,25.6,3.22,7.0,"""2.8""",6.1,2.6,Moderate
Technical University of Munich,2022.0,2022.0,Cologne,Female,BSc  ,Humanities,Dorm,Yes,No,23.4,3.15,8.0,"""4.4""",5.9,1.5,High
Technical University of Munich,,2022.0,Munich,Female,MSc,Health,Shared Apartment,No,Yes,24.6,3.31,6.9,"""4.2""",5.1,3.3,Moderate
Technical University of Munich,2021.0,2022.0,Stuttgart,Female,MSc,SocialSci,Shared Apartment,No,No,26.4,3.3,8.5,"""2.6""",7.1,3.8,MODERATE
Technical University of Munich,2022.0,2022.0,Hannover,Female,msc,SocialSci,Alone,No,No,26.0,2.56,5.9,"""5.1""",7.1,0.0, High
Technical University of Munich,2019.0,2022.0,Munich,female,BSc,Business,SHARED APARTMENT,No,No,21.1,3.2,6.1,"""5.9""",6.1,3.3,High
Technical University of Munich,2019.0,2022.0,Stuttgart,Female,BSc,Health,Dorm,Yes,Yes,23.6,2.09,4.0,"""2.5""",7.6,3.2,High
Technical University of Munich,2022.0,2022.0,Munich,Female,MSc,SocialSci,Shared Apartment,Yes,No,25.2,2.76,5.7,"""5.9""",5.2,0.0,High
Technical University of Munich,2022.0,2022.0,Hamburg,Female,BSc,Humanities,Shared Apartment,No#,No,23.2,3.21,7.1,"""3.0""",6.3,3.0,Low
Technical University of Munich#,2020.0,2020.0,Hamburg,Male,MSc,STEM,Shared Apartment,No,No,23.7,2.99,7.4,"""2.3""",7.5,3.8,Moderate
Technical University of Munich,2021.0,2022.0,Berlin,Male,BSc,Business,Family  H0me,Yes,Yes,19.5,3.26,6.7,"""1.8""",6.5,3.2,Moderate
Technical University of Munich,2021.0,2022.0,Hannover,Male,MSc,SocialSci,Shared Apartment,No,Yes,21.0,3.14,7.5,"""2.7""",6.7,4.0,Moderate
,2022.0,2022.0,Cologne,Female,BSc,STEM,Dorm ,Yes,Yes,18.7,2.93,7.0,"""3.5""",6.4,1.7,High
Technical University of Munich,2021.0,2022.0,Dresden,FEMALE,BSc,STEM,Shared Apartment,Yes,No,21.7,2.45,6.8,"""4.8""",8.3,0.4,High
Technical University Of Munich,2021.0,2021.0,Düsseldorf,Male,PhD,H3alth,Shared Apartment,No,Yes,27.7,2.74,7.2,"""3.1""",5.0,0.0,Moderate
Technical University of Munich,2020.0,2022.0,Hamburg,Female,MSc,Business,Alone,No,No,30.1,3.53,8.0,"""2.0""",4.9,4.3,Low
Technical University of Munich,2021.0,2021.0,Hamburg,Female,MSc,STEM,Shared Apartment,No,Yes,22.3,3.21,6.9,"""4.4""",5.6,3.8,Moderate
Technical University of Munich,2021.0,2021.0,Dresden,Male,PhD,stem,Shared Apartment,No,No,29.7,3.23,8.2,"""2.0""",5.3,4.6,Low
Technical University of Munich,2022.0,2022.0,Munich, Male,BSc,STEM,Shared Apartment,No,No,22.2,3.0,5.7,"""4.5""",2.0,1.5,High
Technical University of Munich,2021.0,2022.0,Hannover,Female,BSc,SocialSci,Shared Apartment,No,Yes,19.9,3.1,8.3,"""3.3""",7.4,4.0,Moderate
Technical University of Munich,2020.0,2021.0,Berlin,Male,BSc ,Health,Dorm,No,Yes,22.9,3.01,7.4,"""5.3""",4.5,0.4,Moderate
Technical University of Munich,2020.0,2022.0,Düsseldorf,F3mal3,BSc,Health,Alone,No,No,20.1,2.68,6.6,"""3.1""",5.4,1.2,High
Technical University of Munich,2022.0,2022.0,Dresden,Male,BSc,SocialSci,Alone,No,No,21.9,3.42,,"""3.5""",2.8,2.8,Low
Technical University of Munich,2022.0,2022.0,Hamburg,Female,PhD,SocialSci ,Shared Apartment,Yes,Yes,28.1,2.96,7.0,"""4.4""",6.2,3.2,Moderate
Technical University of Munich,2019.0,2019.0,Munich,Female,BSc,STEM,Shared Apartment,No,Yes,22.1,3.6,7.9,"""4.0""",3.9,5.4,Low
Technical University Of Munich,2019.0,2021.0,Nuremberg,Male,BSc,Human1t1es,Dorm,Yes,Yes,21.0,3.29,8.3,"""1.9""",4.3,1.8,Moderate
Technical University of Munich,2021.0,2022.0,Munich,Female,BSc,STEM,Shared Apartment,No,No,17.8,2.49,5.1,"""3.3""",5.5,1.3,high
Technical University of Munich,2019.0,2021.0,Cologne,Male,BSc,STEM,Shared Apartment,No,No,22.6,3.21,6.9,"""5.5""",4.8,1.2,High
Technical University of Munich ,2022.0,2022.0,Cologne,Female,BSc,Health,Shared Apartment#,No,,20.6,2.67,5.2,"""4.1""",4.3,1.6,MODERATE
Technical University of Munich,2020.0,2020.0,Hamburg,Male ,MSc,Humanities,Dorm,Yes,Yes,22.1,2.56,5.9,"""7.1""",6.4,5.8,High
Technical University of Munich,2019.0,2020.0,Dresden,Male,BSc,STEM,Shared Apartment,No,Yes,22.0,3.05,7.4,"""5.3""",7.2,3.9,High
Technical University of Munich,2022.0,2022.0,Dresden,Male,Bsc,SocialSci,Dorm,No,NO,19.4,2.57,6.3,"""3.5""",4.1,4.6,Moderate
Technical University of Munich,2020.0,2020.0,Cologne,Male,MSc  ,Business,Shared Apartment,No,No,21.1,3.07,5.5,"""4.5""",4.3,2.3,High
Technical University of Munich,2020.0,2021.0,Dresden,Female,BSc,STEM,Shared Apartment,Y3s,No,22.0,2.69,6.8,"""2.2""",5.9,2.1,High
Technical University of Munich,2020.0,2021.0,Hamburg,Male,MSc,STEM,DORM,No,Yes,22.2,2.54,7.3,"""3.3""",7.0,3.9,High
TECHNICAL UNIVERSITY OF MUNICH,2019.0,2020.0,Berlin,Female,BSc ,STEM,Shared Apartment,No,No,22.5,2.45,7.1,"""1.9""",8.2,1.9,High
Technical University 0f Munich,2019.0,2020.0,Stuttgart,Male,BSc,Business,FAMILY HOME,Yes,Yes,20.5,2.41,5.4,"""2.4""",3.9,1.8,Moderate
Technical University of Munich,2019.0,2020.0,Nuremberg,Male,BSc,Business,Shared Apartment,No,Yes,22.6,2.72,5.1,"""3.8""",5.4,1.6,High
Technical University of Munich,2020.0,2020.0,Berlin,Male,PhD,Business,Dorm,No  ,Yes,35.8,2.54,6.7,"""3.7""",8.0,2.1,
T3chnical Univ3rsity of Munich,2019.0,2021.0,Hamburg,Male,MSc,STEM,Shared Apartment,Yes,No,22.6,2.36,4.9,"""2.8""",,2.2,High#
Technical University of Munich,2021.0,2022.0,Frankfurt,Male,BSc,Health,Dorm,No,Yes,20.1,3.05,7.3,"""3.4""",3.8,1.5,Moderate
Technical University of Munich,2021.0,2021.0,Dresden,Female,BSc,SocialSci,Shared Apartment,No,No,21.2,3.09,7.3,"""5.6""",4.7,3.2,Moderate
Technical University of Munich,2020.0,2022.0,Berlin,Male,MSc,Humanities,Shared Apartment,No,No,26.0,3.07,6.6,"""3.4""",5.8,3.2,Moderate
Technical University of Munich ,2020.0,2021.0,Cologne,Male,MSc,STEM,Dorm,No,No,21.8,3.02,7.7,"""4.7""",5.2,2.5,High
Technical University of Munich,2021.0,2021.0,Leipzig,Female,BSc,SocialSci,Shared Apartment,Yes,No,21.8,3.15,7.4,"""3.0""",4.7,0.8,Moderate
Technical University of Munich,2022.0,2022.0,Cologne,Male,MSc,humanities,Family Home,YES,Yes,22.7,3.03,8.0,"""2.1""",5.3,2.5,Mod3rat3
Technical University of Munich,2022.0,2022.0,Hamburg,Female,MSc,STEM,Family Home,No,Yes,24.4,2.9,6.5,"""4.9""",7.4,2.1,Moderate
Technical University of Munich,2019.0,2020.0,Hamburg,Female,MSc,STEM,Dorm,No,No,21.8,2.86,6.9,"""5.9""",4.0,2.9,Moderate
Technical University of Munich,2020.0,2020.0,Cologne,Female,BSc,STEM,Dorm,Yes,Yes,23.0,2.69,6.1,"""5.2""",8.5,4.0, High
Technical University of Munich,2020.0,2020.0,Frankfurt,Female,BSc,STEM#,Shared Apartment,Yes,No,20.9,2.51,6.4,"""2.5""",5.0,0.1,Moderate
Technical University of Munich,2020.0,2021.0,Bremen,Male,PhD,Business,Dorm,No,Yes,29.5,3.0,6.9,"""5.6""",6.7,6.3,Moderate
T3chnical Univ3rsity of Munich,2021.0,2021.0,Düsseldorf,Male,BSc,STEM,Shared Apartment,Yes,Yes,19.5,2.46,5.7,"""4.6""",8.4,2.0,High
Technical University of Munich,2021.0,2022.0,Düsseldorf,Male,BSc,STEM,Dorm,No,No,20.5,2.96,7.8,"""5.1""",5.9,3.5,High
Technical University of Munich,2019.0,2019.0,Nuremberg,Male,BSc,SocialSci,Dorm,Yes,No,21.4,2.53,5.4,"""3.6""",4.9,1.0,High
Technical University of Munich,2020.0,2022.0,Cologne,Female,BSc,STEM,Shared Apartment,No,No,22.3,3.09,6.8,"""5.7""",6.3,4.5,Moderate
Technical University of Munich,2021.0,2021.0,Cologne,Female,MSc,STEM,Dorm,No,No,22.4,2.84,7.1,"""5.9""",5.8,2.6,High
Technical University of Munich,2019.0,2019.0,Hannover,Female,BSc,SocialSci,Shared Apartment,Yes,Yes,18.8,2.79,7.1,"""3.6""",6.0,1.5,High
Technical University of Munich,2022.0,2022.0,Hamburg,Male,MSc,STEM,Dorm,Yes,No,26.6,2.87,8.5,"""4.2""",5.1,1.3,High
Technical University of Munich,2019.0,2021.0,,Female,BSc,STEM,Shared Apartment,No,No,20.6,2.68,6.7,"""4.2""",7.3,2.3,Moderate
Technical University of Munich,2022.0,2022.0,Leipzig,Male,BSc,STEM,Shared Apartment,No,No,19.0,3.13,7.0,"""4.2""",3.0,3.4,Moderate
Technical University of Munich,2019.0,2022.0,Berlin,Male,BSc,STEM,Family Home,Y3s,Yes,23.2,3.13,6.4,"""2.1""",3.3,2.6,Low
Technical University of Munich,2022.0,2022.0,Frankfurt,Male,MSc,Business,Family Home,No,No,21.9,3.24,7.0,"""5.5""",2.6,2.8,Moderate
Technical University of Munich,2022.0,2022.0,Hamburg,Male,BSc,STEM,Shared Apartment,No,Yes ,21.3,2.71,6.0,"""6.7""",5.1,1.6,High
Technical University of Munich,2022.0,2022.0,Hamburg,Female,BSc,STEM,Shared Apartment,No,Yes,22.1,3.15,7.1,"""3.0""",,1.5,High
Technical University of Munich,2022.0,2022.0,Frankfurt,Male,MSc,Health,Dorm,No,No,25.6,3.03,6.9,"""2.6""",4.3,2.1,Moderate
Technical University of Munich,2022.0,2022.0,Munich,MALE,BSc,Health,Shared Apartment,No,No,23.3,3.19,7.1,"""4.3""",3.4,3.4,Moderate
Technical University of Munich,2021.0,2022.0,Dresden,Male,BSc,STEM,Dorm,No,No,22.1,2.7,6.9,"""4.5""",7.8,3.9,Moderate
Technical University of Munich,2022.0,2022.0,Hannover,Male,BSc,STEM,Shared Apartment,yes,No,18.4,3.22,7.8,"""2.7""",3.6,3.4,Moderate
Technical University of Munich,2019.0,2019.0,Dresden,Male,MSc,Business, Dorm,No,Yes,22.5,3.19,6.8,"""2.8""",3.3,2.8,Low
T3chnical Univ3rsity of Munich,2021.0,2021.0,Munich,Non-binary,BSc,humanities,Alone,Yes,Yes,22.7,2.5,6.0,"""6.2""",6.2,2.6,High
Technical  University  of  Munich#,2021.0,2021.0,Munich,Female,BSc,humanities,Shared Apartment,Yes,No,19.9,2.55,5.8,"""2.2""",8.6,1.8,High
Technical University of Munich,2022.0,2022.0,Hamburg,Male,BSc,STEM,Shared Apartment,Yes,No,18.9,2.45,5.4,"""3.3""",5.0,0.0,High
Technical University of Munich,2021.0,2021.0,  Berlin,Male,BSc,STEM,Shared Apartment,No,No,21.7,2.39,5.0,"""2.6""",5.8,2.4,High
Technical University of Munich,2020.0,2022.0,Hannover,Female,,STEM,Dorm,No, No,20.3,2.61,5.8,"""5.6""",7.5,2.2,High
Technical University of Munich,2021.0,2021.0,Cologne,Male,BSc,Humanities,Dorm,No ,Yes,21.4,2.97,7.2,"""4.4""",7.5,1.1,High
Technical University of Munich,,2020.0,Hamburg,Female,BSc,Humanities,Alone,No,Yes,22.1,2.93,6.6,"""2.8""",6.5,1.7,Moderate
Technical University of Munich,2019.0,2022.0,Bremen,Male,BSc,STEM,Family Home,YES,Yes,19.8,3.26,6.4,"""5.3""",4.0,2.5,Moderate
Technical University of Munich,2021.0,2021.0,Cologne,Female,MSc,Business,Dorm,Yes,No,23.6,2.3,6.2,"""3.6""",6.8,0.4,High
Technical University of Munich,2021.0,2021.0,Berlin,Female,BSc,STEM,Family Home,No,No,21.5,3.52,8.2,"""3.2""",3.4,1.8,Moderate
Technical University of Munich,2020.0,2021.0,Hamburg,Male,BSc,SocialSci#,Shared Apartment,No,No,19.8,3.14,6.7,"""1.8""",4.9,5.2,LOW
Technical University of Munich,2020.0,2021.0,Düsseldorf,Female,MSc,Health,Dorm,Yes,Yes,25.0,2.82,6.6,"""3.8""",8.4,0.0,High
Technical University of Munich,2020.0,2021.0,Dresden,Female,MSc,Business,Shared Apartment,No,No,24.7,2.58,5.9,"""3.9""",8.0,2.4,High
Technical University of Munich,2020.0,2022.0,Hamburg,Female,MSc,STEM,Dorm,Yes  ,Yes,28.2,2.25,6.4,"""8.8""",6.1,0.3,High
Technical University of Munich,2020.0,2022.0,Hannover,Mal3,BSc,Business,Dorm ,No,No,22.1,3.18,8.3,"""1.0""",2.3,1.6,LOW
Technical University of Munich,2021.0,2021.0,Bremen,Male,BSc,STEM,Shared Apartment,Yes,No,21.9,2.73,7.2,"""2.9""",4.0,1.8,Moderate
Technical University of Munich,2020.0,2022.0,Bremen,Male,BSc,Humanities,Dorm,Yes,Yes,19.4,3.4,7.8,"""1.9""",4.3,0.6,Moderate
Technical University of Munich,2022.0,2022.0,Hamburg,Female,BSc,STEM,Alone,No,No,18.7,2.65,7.4,"""2.8""",4.8,3.5,Moderate
Technical University of Munich,2022.0,2022.0,Berl1n,Male,BSc,Humanities,Shared Apartment,No,No,20.8,3.35,8.6,"""2.4""",3.2,4.9,Low
Technical University of Munich,2021.0,2022.0,Bremen,Female,BSc,STEM,Family Home,Yes,No,21.8,2.97,7.0,"""4.3""",4.5,3.6,Moderate
Technical University of Munich,2020.0,2020.0,Munich,Male,BSc,STEM,Shared Apartment,No,Yes,21.5,2.66,4.7,"""4.0""",8.7,4.3,High
Technical University of Munich,2021.0,2022.0,Stuttgart,Female,BSc,STEM, Alone,no,No,19.9,2.98,7.5,"""7.1""",5.7,0.4,High
Technical University of Munich,2022.0,2022.0,Leipzig,,BSc,STEM,Shared Apartment,No,Yes,21.3,2.68,7.4,"""3.8""",5.6,2.3,high
Technical University of Munich,2021.0,2021.0,Berlin,Female,BSc,STEM,Shared Apartment,No,No,23.5,2.56,7.3,"""4.2""",4.3,3.4,Moderate
Technical University of Munich,2022.0,2022.0,dresden,Male,MSc,SocialSci,Shared Apartment,Yes,No,22.9,3.25,7.0,"""5.5""",2.6,3.5,Moderate
Technical University of Munich,2021.0,2022.0,Hannover,Male,MSc,STEM,Alone,No,No,23.8,3.09,4.9,"""5.2""",3.1,5.4,Moderate
Technical University of Munich,2021.0,2022.0,leipzig,Female,BSc,STEM,Dorm,No,NO,21.2,2.79,6.2,"""5.0""",2.7,4.5,Moderate
  Technical  University  of  Munich,2020.0,2020.0,Cologne,Male,BSc,STEM,Shared Apartment,Yes,Yes,24.5,2.74,8.1,"""4.3""",6.0,3.5,Moderate
Technical University of Munich,2022.0,2022.0,Bremen,Male,BSc,STEM,Family Home,No,Yes,18.5,2.97,6.5,"""4.3""",5.5,7.1,Moderate
Technical University of Munich,2020.0,2020.0,Frankfurt,Female,BSc,Humanities,Shared Apartment,No,Yes,20.9,2.92,7.3,"""7.6""",4.4,2.9,High
Technical University of Munich,2021.0,2021.0,Leipzig,Male,MSc,Health,Alone,Yes,Yes,23.8,2.3,4.0,"""6.1""",6.0,1.5,High
Technical University of Munich,2022.0,2022.0,Dresden,male,BSc,STEM,Shared Apartment,Yes,N0,21.0,2.85,5.5,"""2.5""",7.6,2.4,High
TECHNICAL UNIVERSITY OF MUNICH,2019.0,2022.0,Leipzig,Female,BSc,SocialSci,Dorm,No,No,21.1,3.08,7.0,"""3.7""",8.5,1.3,High
,2021.0,2021.0,Munich,Male,BSc,SocialSci#,Shared Apartment,Yes,Yes,22.9,3.2,7.3,"""2.2""",7.1,2.2,Moderate
Technical University of Munich,2019.0,2021.0,Berlin,Female,BSc,Health,Shared Apartment,No,No,21.0,2.14,6.9,"""5.0""",5.6,0.0,High
Technical University of Munich,2022.0,2022.0,Hamburg,Male,BSc,STEM,Dorm,No,Yes,23.1,2.85,7.3,"""2.0""",6.6,2.0,MODERATE
Technical University of Munich,2019.0,2020.0,Frankfurt,FEMALE,BSc,stem,Dorm,Yes,No,20.6,2.26,6.4,"""3.4""",8.3,2.0,High
Technical University of Munich,2022.0,2022.0,Frankfurt,Male,PhD,Business,Dorm,Yes,No,33.4,2.54,5.6,"""7.0""",2.2,3.7,High
Technical University of Munich,2019.0,2019.0,Stuttgart,Female,BSc,Humanities,Family Home,No,No,19.6,3.13,6.1,"""4.5""",7.3,4.7,Moderate
Technical University of Munich,2022.0,2022.0,Cologne,MALE,BSc,SocialSci,Alone#,No,No#,17.5,3.26,8.3,"""5.2""",4.2,1.1,Moderate
Technical University of Munich,2022.0,2022.0,Dresden,Male,BSc,Business,Shared Apartment,No,No,21.3,2.9,8.5,"""3.9""",4.3,6.0,Moderate
Technical University of Munich,2021.0,2022.0,Hannover,female,BSc,STEM,Dorm,No,No,24.5,2.88,5.7,"""5.6""",4.8,3.0,High
Technical University of Munich,2022.0,2022.0,Hamburg,Male,BSc,SocialSci,Shared Apartment,Yes,No#,21.6,2.76,5.7,"""4.1""",5.7,2.5,High
Technical University of Munich,2022.0,2022.0,Leipzig,Non-binary,BSc ,Humanities,Alone,Yes,No,22.0,3.03,6.7,"""1.8""",3.3,0.0,Moderate
Technical University of Munich,2022.0,2022.0,Düsseldorf,Male,MSc,STEM,Family Home,No,No,20.7,3.13,7.2,"""5.1""",4.4,1.9,Moderate
Technical University of Munich,2020.0,2022.0,Frankfurt,Female,BSc,SocialSci,Dorm,No,No,20.4,2.71,6.9,"""5.5""",6.2,4.5,High
Technical University of Munich,2021.0,2022.0,Hamburg,Male,BSc,STEM,Dorm,No,No,22.6,3.11,7.1,"""3.9""",5.7,3.1,Moderate
Technical University of Munich,2019.0,2019.0,Dresden,Female,BSc,Business,Alone,No,Y3s,24.4,3.01,6.8,"""3.1""",5.7,2.8,Moderate
Technical University of Munich,2021.0,2021.0,Nuremberg,Female,BSc#,Business,Alone,Yes,No,23.5,2.92,6.6,"""4.8""",5.3,2.4,High
Technical University of Munich,2020.0,2021.0,,Male, BSc,SocialSci,Dorm,No,No,22.2,2.48,7.5,"""5.1""",7.2,0.5,High
Technical University of Munich,2021.0,2022.0,Hannover,Male,MSc,Health,Family Home,No,No,20.0,3.15,6.8,"""5.3""",6.6,2.7,High
Technical University of Munich,2021.0,2022.0,Nuremberg,Male,BSc,Business,Dorm,No,No,21.2,2.77,8.4,"""3.6""",7.0,5.1,High
